Fiscal Year,Fund ID,Fund Name,Fund Type,Department ID,Department Name,Department Type,GL Account,GL Description,GL Category,Revenue or Expenditure,Current,Adopted,Actuals
2021,2202,AssetForfeitureTreas,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,511055,Publications & Printed Materials,Supplies,Expenditures,0,0,82
2021,2202,AssetForfeitureTreas,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,511160,Protective Gear,Supplies,Expenditures,0,0,49993
2021,2205,HoustonEmergencyCtr,Special Revenue Funds,1500,Houston Emergency Center (HEC),Public Safety,511020,Construction Materials,Supplies,Expenditures,0,0,3225
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511085,Drugs & Medical Chemicals,Supplies,Expenditures,0,0,6825
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511035,Meters Hydrants & Plumb,Supplies,Expenditures,0,0,677
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511080,General Laboratory Supplies,Supplies,Expenditures,0,0,153
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511040,Audiovisual Supplies,Supplies,Expenditures,0,0,1545
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511125,Food Supplies,Supplies,Expenditures,0,0,454
2021,2427,BARC Special Revenue,Special Revenue Funds,6500,Admn. & Regulatory Affairs,Administrative Services,511135,Recreational Supplies,Supplies,Expenditures,0,0,1150
2021,2428,State Cable TV,Special Revenue Funds,5000,Mayor's Office,Administrative Services,511050,Paper & Printing Supplies,Supplies,Expenditures,0,0,-3553
2021,2428,State Cable TV,Special Revenue Funds,5000,Mayor's Office,Administrative Services,511055,Publications & Printed Materials,Supplies,Expenditures,0,0,3265
2021,2428,State Cable TV,Special Revenue Funds,5000,Mayor's Office,Administrative Services,511125,Food Supplies,Supplies,Expenditures,0,0,507
2021,2429,Tourism Promotion SRF,Special Revenue Funds,5000,Mayor's Office,Administrative Services,511020,Construction Materials,Supplies,Expenditures,0,0,2941
2021,2429,Tourism Promotion SRF,Special Revenue Funds,5000,Mayor's Office,Administrative Services,511040,Audiovisual Supplies,Supplies,Expenditures,0,0,-18982
2021,2429,Tourism Promotion SRF,Special Revenue Funds,5000,Mayor's Office,Administrative Services,511135,Recreational Supplies,Supplies,Expenditures,0,0,7104
2021,2002,Health Special,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,511020,Construction Materials,Supplies,Expenditures,0,0,98
2021,2002,Health Special,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,511030,Mechanical Hardware,Supplies,Expenditures,0,0,290
2021,2008,Laboratory Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,511030,Mechanical Hardware,Supplies,Expenditures,0,0,401
2021,2008,Laboratory Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,511070,Misc Office Supplies,Supplies,Expenditures,0,0,2827
2021,2009,Swimming Pool Safety,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,511060,Postage,Supplies,Expenditures,0,0,166
2021,2010,Essent Pub Hlth Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,511010,"Chemical, Gases & Special Fluids",Supplies,Expenditures,0,0,607
2021,2010,Essent Pub Hlth Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,511020,Construction Materials,Supplies,Expenditures,0,0,2273
2021,2010,Essent Pub Hlth Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,511025,Electrical Hardware,Supplies,Expenditures,0,0,716
2021,2010,Essent Pub Hlth Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,511030,Mechanical Hardware,Supplies,Expenditures,0,0,24
2021,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,511040,Audiovisual Supplies,Supplies,Expenditures,0,0,325
2021,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,511050,Paper & Printing Supplies,Supplies,Expenditures,0,0,70
2021,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,511085,Drugs & Medical Chemicals,Supplies,Expenditures,0,0,17
2021,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,511125,Food Supplies,Supplies,Expenditures,0,0,169
2021,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,511030,Mechanical Hardware,Supplies,Expenditures,0,0,23370
2021,2106,Bayou Greenway 2020,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,511090,Medical & Surgical Supplies,Supplies,Expenditures,0,0,102
2021,2106,Bayou Greenway 2020,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,511115,Vehicle Repair & Maintenance Supplies,Supplies,Expenditures,0,0,87
2021,2423,Special Waste,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,511010,"Chemical, Gases & Special Fluids",Supplies,Expenditures,0,0,782
2021,2002,Health Special,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,500090,Premium Pay - Civilian,Personnel Services,Expenditures,0,0,5500
2021,2009,Swimming Pool Safety,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,500090,Premium Pay - Civilian,Personnel Services,Expenditures,0,0,3000
2021,2010,Essent Pub Hlth Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,500060,Overtime - Civilian,Personnel Services,Expenditures,0,0,232298
2021,2010,Essent Pub Hlth Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,500090,Premium Pay - Civilian,Personnel Services,Expenditures,0,0,97756
2021,2010,Essent Pub Hlth Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,500180,Temporary Employees,Personnel Services,Expenditures,0,0,42590
2021,2010,Essent Pub Hlth Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,503050,Health/Life Insurance - Retiree Civilian,Personnel Services,Expenditures,0,0,27182
2021,2010,Essent Pub Hlth Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,503100,Workers Compensation-Civilian-Claim,Personnel Services,Expenditures,0,0,152861
2021,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,0,0,2551
2021,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,503050,Health/Life Insurance - Retiree Civilian,Personnel Services,Expenditures,0,0,59723
2021,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,504030,Unemployment Claims - Administration,Personnel Services,Expenditures,0,0,6708
2021,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,0,0,156
2021,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,503100,Workers Compensation-Civilian-Claim,Personnel Services,Expenditures,0,0,4315
2021,2106,Bayou Greenway 2020,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,500030,Salary Part Time - Civilian,Personnel Services,Expenditures,0,0,236
2021,2106,Bayou Greenway 2020,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,500180,Temporary Employees,Personnel Services,Expenditures,0,0,27940
2021,2106,Bayou Greenway 2020,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,503100,Workers Compensation-Civilian-Claim,Personnel Services,Expenditures,0,0,886
2021,2106,Bayou Greenway 2020,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,504030,Unemployment Claims - Administration,Personnel Services,Expenditures,0,0,3597
2021,2200,Auto Dealers,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,500048,Investigator Pay,Personnel Services,Expenditures,0,0,12
2021,2201,Police Special Svcs,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,500090,Premium Pay - Civilian,Personnel Services,Expenditures,0,0,5
2021,2202,AssetForfeitureTreas,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,500060,Overtime - Civilian,Personnel Services,Expenditures,0,0,59157
2021,2205,HoustonEmergencyCtr,Special Revenue Funds,1500,Houston Emergency Center (HEC),Public Safety,500250,Interfund HOPE Union Business Usage,Personnel Services,Expenditures,0,0,2699
2021,2205,HoustonEmergencyCtr,Special Revenue Funds,1500,Houston Emergency Center (HEC),Public Safety,503040,Health/Life Ins.Ret-Classified,Personnel Services,Expenditures,0,0,768
2021,2213,Forensic Transition,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,503100,Workers Compensation-Civilian-Claim,Personnel Services,Expenditures,0,0,3180
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,500250,Interfund HOPE Union Business Usage,Personnel Services,Expenditures,0,0,2977
2021,2305,Recycling Revenue,Special Revenue Funds,2100,Solid Waste Management,Development & Maintenance Services,500070,Overtime - Classified,Personnel Services,Expenditures,0,0,8781
2021,2308,P&DD SPEC REVENUE,Special Revenue Funds,7000,Planning & Development,Development & Maintenance Services,500060,Overtime - Civilian,Personnel Services,Expenditures,0,0,35381
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,500090,Premium Pay - Civilian,Personnel Services,Expenditures,0,0,565
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,0,0,9914
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,503050,Health/Life Insurance - Retiree Civilian,Personnel Services,Expenditures,0,0,11527
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,503100,Workers Compensation-Civilian-Claim,Personnel Services,Expenditures,0,0,11749
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,500250,Interfund HOPE Union Business Usage,Personnel Services,Expenditures,0,0,229
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,501060,Moving Expenses,Personnel Services,Expenditures,0,0,10000
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,0,0,22508
2021,2423,Special Waste,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,500090,Premium Pay - Civilian,Personnel Services,Expenditures,0,0,255
2021,2424,Contractor Respon Fd,Special Revenue Funds,5100,Business Opportunity,Administrative Services,500060,Overtime - Civilian,Personnel Services,Expenditures,0,0,7
2021,2428,State Cable TV,Special Revenue Funds,5000,Mayor's Office,Administrative Services,500060,Overtime - Civilian,Personnel Services,Expenditures,0,0,703
2021,2428,State Cable TV,Special Revenue Funds,5000,Mayor's Office,Administrative Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,0,0,152
2021,2429,Tourism Promotion SRF,Special Revenue Funds,5000,Mayor's Office,Administrative Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,0,0,8802
2021,2429,Tourism Promotion SRF,Special Revenue Funds,5000,Mayor's Office,Administrative Services,503050,Health/Life Insurance - Retiree Civilian,Personnel Services,Expenditures,0,0,4564
2021,2429,Tourism Promotion SRF,Special Revenue Funds,5000,Mayor's Office,Administrative Services,504030,Unemployment Claims - Administration,Personnel Services,Expenditures,0,0,983
2021,8700,ParkHouston SRF,Special Revenue Funds,6500,Admn. & Regulatory Affairs,Administrative Services,500210,Pay for Performance-Municipal,Personnel Services,Expenditures,0,0,21450
2021,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,500250,Interfund HOPE Union Business Usage,Personnel Services,Expenditures,0,0,542
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,500040,Salary Assignment Pay - Classified,Personnel Services,Expenditures,0,0,468
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,500090,Premium Pay - Civilian,Personnel Services,Expenditures,0,0,26831
2021,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,500250,Interfund HOPE Union Business Usage,Personnel Services,Expenditures,0,0,4217
2021,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,500250,Interfund HOPE Union Business Usage,Personnel Services,Expenditures,0,0,3245
2021,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,500060,Overtime - Civilian,Personnel Services,Expenditures,0,0,1125
2021,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,500090,Premium Pay - Civilian,Personnel Services,Expenditures,0,0,108
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,500070,Overtime - Classified,Personnel Services,Expenditures,0,0,4999
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,500210,Pay for Performance-Municipal,Personnel Services,Expenditures,0,0,100
2021,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,503050,Health/Life Insurance - Retiree Civilian,Personnel Services,Expenditures,0,0,4634
2021,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,500060,Overtime - Civilian,Personnel Services,Expenditures,0,0,2501
2021,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,503100,Workers Compensation-Civilian-Claim,Personnel Services,Expenditures,0,0,7180
2021,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,500060,Overtime - Civilian,Personnel Services,Expenditures,0,0,417
2021,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,500090,Premium Pay - Civilian,Personnel Services,Expenditures,0,0,3
2021,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,504030,Unemployment Claims - Administration,Personnel Services,Expenditures,0,0,1083
